
Host: sv1-c724

Timers On : Tue Mar 17 08:36:28 2026
Timers Off: Tue Mar 17 08:36:35 2026

Wall Time:        7.18 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| JK: D                             :      0.000u      0.000s      0.000w     48 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     48 calls
| JK: JK                            :      0.050u      0.000s      0.008w     48 calls
| | DFH: compute_JK()               :      0.050u      0.000s      0.008w     48 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     48 calls
| | | DFH: compute_J                :      0.017u      0.000s      0.002w     48 calls
| | | DFH: compute_K                :      0.017u      0.000s      0.004w     48 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     48 calls
HF: Form F                          :      0.000u      0.000s      0.000w     48 calls
HF: Form D                          :      0.000u      0.000s      0.000w     48 calls
HF: DIIS                            :      0.117u      0.000s      0.130w     47 calls
HF: Form C                          :      0.050u      0.000s      0.017w     47 calls
Grad: V T Perturb                   :      0.000u      0.000s      0.002w      5 calls
Grad: S                             :      0.000u      0.000s      0.001w      5 calls
Grad: JK                            :      0.250u      0.000s      0.174w      5 calls
| JKGrad: Amn                       :      0.083u      0.000s      0.042w      5 calls
| | Libint2ERI::Libint2ERI          :      0.050u      0.000s      0.015w      5 calls
| JKGrad: Awmn                      :      0.000u      0.000s      0.000w      5 calls
| JKGrad: AB                        :      0.033u      0.000s      0.031w      5 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.000w      5 calls
| JKGrad: UV                        :      0.000u      0.000s      0.001w      5 calls
| JKGrad: ABx                       :      0.050u      0.000s      0.014w      5 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.000w      5 calls
| JKGrad: Amnx                      :      0.083u      0.000s      0.071w      5 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.014w      5 calls
Grad: XC                            :      0.000u      0.000s      0.000w      5 calls

**************************************************************************************

Host: sv1-c724

Timers On : Tue Mar 17 13:47:57 2026
Timers Off: Tue Mar 17 13:50:04 2026

Wall Time:      127.12 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.017u      0.000s      0.008w      1 calls
Libint2ERI::Libint2ERI              :      0.033u      0.000s      0.009w      3 calls
DFH: initialize()                   :      0.067u      0.017s      0.050w      1 calls
DFH: AO Construction                :      0.017u      0.000s      0.015w      1 calls
DFH: AO-Met. Contraction            :      0.017u      0.000s      0.008w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.067u      0.000s      0.032w      1 calls
SAD Guess                           :      0.050u      0.000s      0.030w      1 calls
HF: Form G                          :      0.017u      0.000s      0.012w      8 calls
JK: D                               :      0.000u      0.000s      0.000w      8 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      8 calls
JK: JK                              :      0.017u      0.000s      0.012w      8 calls
DFH: compute_JK()                   :      0.017u      0.000s      0.012w      8 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      8 calls
DFH: compute_J                      :      0.017u      0.000s      0.002w      8 calls
DFH: compute_K                      :      0.000u      0.000s      0.009w      8 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      8 calls
HF: Form F                          :      0.000u      0.000s      0.000w      8 calls
HF: Form D                          :      0.000u      0.000s      0.000w      8 calls
HF: DIIS                            :      0.033u      0.000s      0.025w      7 calls
HF: Form C                          :      0.017u      0.000s      0.005w      7 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.017u      0.000s      0.008w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.005w      1 calls
DFH: initialize()                   :      0.067u      0.017s      0.050w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.004w      2 calls
| DFH: AO Construction              :      0.017u      0.000s      0.015w      1 calls
| DFH: AO-Met. Contraction          :      0.017u      0.000s      0.008w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.067u      0.000s      0.032w      1 calls
| SAD Guess                         :      0.050u      0.000s      0.030w      1 calls
HF: Form G                          :      0.017u      0.000s      0.012w      8 calls
| JK: D                             :      0.000u      0.000s      0.000w      8 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      8 calls
| JK: JK                            :      0.017u      0.000s      0.012w      8 calls
| | DFH: compute_JK()               :      0.017u      0.000s      0.012w      8 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      8 calls
| | | DFH: compute_J                :      0.017u      0.000s      0.002w      8 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.009w      8 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      8 calls
HF: Form F                          :      0.000u      0.000s      0.000w      8 calls
HF: Form D                          :      0.000u      0.000s      0.000w      8 calls
HF: DIIS                            :      0.033u      0.000s      0.025w      7 calls
HF: Form C                          :      0.017u      0.000s      0.005w      7 calls

**************************************************************************************

Host: sv1-c724

Timers On : Tue Mar 17 13:57:45 2026
Timers Off: Tue Mar 17 13:57:47 2026

Wall Time:        2.52 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.067u      0.000s      0.034w      5 calls
Libint2ERI::Libint2ERI              :      0.100u      0.000s      0.065w     35 calls
DFH: initialize()                   :      0.117u      0.000s      0.070w      5 calls
DFH: AO Construction                :      0.017u      0.000s      0.014w      5 calls
DFH: AO-Met. Contraction            :      0.017u      0.000s      0.002w      5 calls
